,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Species
5068,29-Jul-1929,1929.0,Unprovoked,MEXICO,Tamaulipas,Tampico,Swimming,M,-,Right leg severed below knee,-
5069,Reported 17-Jul-1929,1929.0,Invalid,CAPE VERDE,Santiago Island,Tarrafal,-,F,-,Body of woman recovered from 15' shark,Shark involvement prior to death unconfirmed
5070,23-Jun-1929,1929.0,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,M,-,Leg bitten by hooked shark PROVOKED INCIDENT,9-foot shark
5071,31-May-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,-,Pearl diving,M,-,"Injuries to both legs, buttocks, back, lower abdomen & chest",-
5072,Reported 26-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving for trepang,M,-,Thigh bitten,-
5073,Reported 17-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving for trochus,M,-,Lacerations to right wrist,-
5074,11-Apr-1929,1929.0,Provoked,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",Standing in knee-deep water,M,19,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,"Grey nurse shark, 4' "
5075,09-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,-,M,-,FATAL,-
5076,04-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,Swimming between boats,M,-,FATAL,-
5077,16-Mar-1929,1929.0,Unprovoked,USA,Florida,"Sea Spray, Palm Beach",Swimming,M,26,Right sole & toes lacerated,-
5078,12-Mar-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Near Dauan Island,Bathing,M,-,FATAL,-
5079,04-Mar-1929,1929.0,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,M,9,Foot bitten,"""a dog shark"""
5080,04-Mar-1929,1929.0,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,M,12,Legs bitten,"""a dog shark"""
5081,18-Feb-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,Maroubra Bay,Body surfing,M,20,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",-
5082,09-Feb-1929,1929.0,Boating,AUSTRALIA,Western Australia,Glenelg,Canoeing,-,-,"No injury, shark pushed canoe from jetty to a point 100 m away","Blue pointer, 12'"
5083,08-Feb-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,Bondi,Swimming,M,39,"FATAL, right thigh bitten, femoral artery severed",Galapagos shark
5084,27-Jan-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville",Swimming,M,  ,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",-
5085,14-Jan-1929,1929.0,Unprovoked,NEW ZEALAND,North Island,"Miranda Head, Hauriki Gulf",Bathing,F,-,"One was bitten on the leg, the other on the arm",-
5086,12-Jan-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,Bondi,Body surfing,M,14,"FATAL, right thigh & hip bitten",12' shark
5087,06-Jan-1929,1929.0,Boating,TURKEY,-,San Stefano,Fishing boat,M,-,FATAL,-
5088,05-Jan-1929,1929.0,Unprovoked,FIJI,Viti Levu Island,Suva Harbor,Diving for coins thrown from ship S.S. Moeraki,M,-,"FATAL, hand severed, both legs & arms bitten & nearly severed ",-
5089,Reported 1929,1929.0,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,M,-,"Later found to be fiction, never happened",Invalid
5090,Ca. 1929,1929.0,Provoked,AUSTRALIA,South Australia,Ardrossan,"Wading, netting fish",M,-,Bitten below the knee,"""a dog shark"""
5091,1929,1929.0,Provoked,USA,Florida,Indian River area,Fishing,M,-,Thigh lacerated by hooked shark PROVOKED INCIDENT,9' shark
5092,1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,"Garden Island, Sydney",-,M,-,Hand lacerated,-
5093,1929,1929.0,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",Hardhat diving ,M,27,"“Put hand through hatch, shark nearly bit off thumb”",-
5094,21-Dec-1928,1928.0,Unprovoked,AUSTRALIA,-,-,Pearl diving,M,-,Injuries to arm ,-
5095,18-Nov-1928,1928.0,Provoked,USA,New Jersey,"Seabright, Monmouth County",Fishing,M,-,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT","""Blue nose sharks"""
5096,Reported 15-Nov-1928,1928.0,Boating,INDIA,-,-,-,M,24,"No injury to occupants, shark bit keel",-
5097,12-Nov-1928,1928.0,Sea Disaster,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA","Sea Disaster, sinking of the  SS Vestris",M,-,FATAL,-
5098,04-Nov-1928,1928.0,Unprovoked,PANAMA,Gulf of Panama,Taboga Island Bay,Swimming,M,17,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Moreno’s leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph
5099,Sep-1928,1928.0,Unprovoked,USA,Texas,Corpus Christi,Fishing,M,-,Knee bitten,-
5100,Reported 24-Aug-1928,1928.0,Invalid,USA,New Jersey,Off shore,-,M,-,Thumb & coat sleeve recovered from shark's gut,7' shark
5101,11-Jul-1928,1928.0,Unprovoked,AUSTRALIA,-,-,Pearl diving,M,-,Injuries to chest,-
5102,Late Jul-1928,1928.0,Provoked,ITALY,Tuscany,Viareggio,Boating,M,-,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT","Species unknown, possibly a white shark"
5103,Reported 24-Jun-1928,1928.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,-,Bitten on leg,-
5104,27-May-1928,1928.0,Invalid,INDIA,-,-,-,M,-,No details,Shark involvement not confirmed
5105,Reported 14-Apr-1928,1928.0,Unprovoked,AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",Fishing,M,-,Severe lacerations to arm,Tiger shark
5106,14-Apr-1928,1928.0,Unprovoked,AUSTRALIA,New South Wales,Bondi,Treading water,M,19,Tissue of left leg stripped from knee to ankle ,-
5107,09-Apr-1928,1928.0,Unprovoked,JAMAICA,-,"Coal wharf, Port Royal",Diving,M,-,FATAL,-
5108,06-Apr-1928,1928.0,Unprovoked,AUSTRALIA,Queensland,Graceville,Bathing,M,15,Lacerations to right leg ,4' shark
5109,04-Apr-1928,1928.0,Unprovoked,AUSTRALIA,New South Wales,"Cooks Hill, Newcastle",Standing in waist-deep water,M,28,"FATAL, right hand severed, large lacerations on thigh",-
5110,Reported 28-Mar-1928,1928.0,Unprovoked,AUSTRALIA,Queensland,-,-,M,-,Hip bitten,-
5111,20-Feb-1928,1928.0,Unprovoked,AUSTRALIA,Torres Strait,"Near Barrow Point, Queensland",Pearl diving,M,-,FATAL,-
5112,Feb-1928,1928.0,Unprovoked,COSTA RICA,Near Puntarenas,-,Swimming,F,-,Right leg severely lacerated. Surgically amputated,-
5113,Feb-1928,1928.0,Unprovoked,COSTA RICA,Near Puntarenas,-,Swimming,M,-,Right leg & hand severely lacerated,-
5114,27-Jan-1928,1928.0,Unprovoked,AUSTRALIA,Torres Strait,Deliverance Island,Retrieving meat from a cage in the water,M,78,FATAL,-
5115,21-Jan-1928,1928.0,Invalid,USA,Florida,-,Swimming,-,-,Body not recovered ,Shark involvement not confirmed
5116,Some time between 08-Jan-1928 & 21-Jan-1928,1928.0,Invalid,USA,Florida,Off Florida coast,Jumped overboard and swimming,M,-,"FATAL, presumed taken by shark/s",Shark involvement not confirmed
5117,02-Jan-1928,1928.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",-,F,-,Leg lacerated,-
5118,Jan-1928,1928.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River mouth,Body surfing,M,18,Foot bitten,1.2 m [4'] shark
5119,1928,1928.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,Standing,M,25,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",-
5120,28-Dec-1927,1927.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Little Brak River,Swimming,M,17,"FATAL, leg bitten  ","White shark, 4.4 m [14.5'] . "
5121,03-Nov-1927,1927.0,Sea Disaster,AUSTRALIA,New South Wales,"Bradleys Head, Sydney ",The steamer Tahiti collided with the ferry Greycliffe,-,-,40 people perished,-
5122,25-Oct-1927,1927.0,Sea Disaster,BRAZIL,Porto Seguro,90 miles off Albrohos Island,Italian liner Principessa Mafalda sank,-,-,"Of 1256 on board, 295 perished, some were taken by sharks",-
5123,12-Oct-1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,"Kiah Creek, Eden",Riding horseback across the creek,M,-,No injury to man or horse,-
5124,Oct-1927,1927.0,Unprovoked,FIJI,-,a river,"Standing, collecting bananas",M,-,Leg bitten. He survived,-
5125,03-Jul-1927,1927.0,Boating,AUSTRALIA,New South Wales,Bellambi Reef,-,-,-,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",-
5126,29-May-1927,1927.0,Sea Disaster,PHILIPPINES,Luzon Island,Bondoc Peninsula,Sea disaster,-,-," 55  perished, some were  taken by sharks",-
5127,Reported 09-May 1927,1927.0,Unprovoked,AUSTRALIA,Queensland,Off Cairns,Walking,M,-,FATAL,-
5128,20-Apr-1927,1927.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,-,Extensive injuries to left leg,-
5129,08-Apr-1927,1927.0,Unprovoked,AUSTRALIA,Queensland,Near Thursday Island,Pearl diving,M,-,Leg injured,-
5130,11-Mar-1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,Body surfing / treading water,M,17,"Right buttock & thigh bitten, thumb removed",Grey nurse shark?
5131,14-Feb-1927,1927.0,Provoked,NICARAGUA,Salinas Bay,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",Feeling the shark’s teeth,M,-,"Sharks’s jaws snapped shut, lacerating his right hand PROVOKED INCIDENT",-
5132,09-Feb-1927,1927.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Attempting to rescue drowning man,M,-,"No injury, but trouser leg shredded by shark",-
5133,Feb-1927,1927.0,Provoked,NEW ZEALAND,South Island,"Menzies Bay, Banks Peninsula, ",Fishing,M,70,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,Mako shark
5134,20-Jan-1927,1927.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kidd’s Beach,Body surfing,M,-,Both thighs  lacerated,"Raggedtooth shark, 1.5 m [5'] "
5135,Reported 08-Jan-1927,1927.0,Unprovoked,USA,California,"Catalina Channel, Los Angeles County",Swimming,M,-,Lost hand,-
5136,03-Jan-1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,"Grey’s Point, Port Hacking",Swimming,M,15,"FATAL, leg bitten from thigh to ankle",3.7 m [12'] shark
5137,1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,15 miles up the Cataract River,Swimming,M,10,"FATAL, shoulder bitten ",-
5138,1927,1927.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,M,-,Shoulder bitten,-
5139,Reported 02-Dec-1926,1926.0,Unprovoked,AUSTRALIA,Torres Strait,Palm Island,Diving for trochus,M,-,FATAL,-
5140,17-Nov-1926,1926.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,-,Arm injured,-
5141,Reported 29-Oct-1926,1926.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Roku Point,Jumped into the water,M,-,"FATAL, abdomen bitten",-
5142,23-Oct-1926,1926.0,Unprovoked,AUSTRALIA,New South Wales,Clarence River,Bathing,M,17,"3"" laceration to leg","Grey nurse shark, 4'"
5143,23-Oct-1926,1926.0,Sea Disaster,BERMUDA,-,18 miles southwest of Bermuda ,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,-,-,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",-
5144,Reported 06-Sep-1926,1926.0,Unprovoked,PAPUA NEW GUINEA,-,Near Port Moresby,Jumped out of canoe,M,-,FATAL,-
5145,24-Aug-1926,1926.0,Unprovoked,USA,New Jersey,"Seaside, Ocean County",Swimming,M,18,FATAL,-
5146,23-Jul-1926,1926.0,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Varazze,Swimming,M,20,"FATAL, body was not recovered",Said to involve 6 to 7 m [20' to 23'] white shark
5147,12-Jul-1926,1926.0,Boating,USA,New Jersey,20 miles off Seabright,Fishing,M,-,No injury to occupants,"""whiptail shark"" (thresher shark?)"
5148,08-Jul-1926,1926.0,Unprovoked,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Swimming with dog near canning factory,M,15,Leg & hand lacerated and dog bitten,1.5 m [5'] white shark or sevengill shark
5149,03-Jul-1926,1926.0,Invalid,SPAIN,Sants-Montjic,"Casa Antunez Beach, Barcelona",Bathing,M,-,No injury,"Questionable, 2m shark suspected"
5150,18-May-1926,1926.0,Unprovoked,USA,Hawaii,"Hale'iwa, O'ahu",Swimming,M,-,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka","White shark, 3.8 m [12.5']  "
5151,22-Apr-1926,1926.0,Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator ,Steamship bound from Cape Town to Philadelphia,Fell overboard from SS Ripley Castle,M,26,When taken back on board 2 hours later both legs were bleeding from shark bites,-
5152,07-Apr-1926,1926.0,Unprovoked,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Swimming,F,-,Right leg bitten thigh to heel,"According to Carlsmith, the shark's mouth was 3' wide"
5153,17-Mar-1926,1926.0,Unprovoked,AUSTRALIA,South Australia,"West Beach, Brighton",Swimming ,F,-,FATAL,"White shark, 3.7 m [12']  "
5154,26-Jan-1926,1926.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Hamburg,Swimming,M,-,Thigh lacerated,"""a blue shark"""
5155,Jan-1926,1926.0,Unprovoked,AUSTRALIA,Victoria,-,-,M,-,Leg lacerated,-
5156,Summer of 1926,1926.0,Unprovoked,MONACO,Bay of Monaco,-,-,M,-,FATAL,-
5157,1926,1926.0,Provoked,NEW ZEALAND,Cook Islands,Rarotonga,Shark hoisted on board liner Tahiti,M,-,"Struck on head by shark’s tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",-
5158,1926,1926.0,Unprovoked,SINGAPORE,-,Sea View Beach,Dived onto shark from floating stage,F,-,"FATAL, femoral artery severed ",-
5159,1926,1926.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Swimming to mail boat,M,-,No details,-
5160,22-Nov-1925,1925.0,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Floating on his back,M,55,"FATAL, thigh  & torso bitten, then shark charged rescue boat ","Tiger shark, 4 m [13'] female"
5161,Nov-1925,1925.0,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",-,F,-,Laceration across abdomen,-
5162,Nov-1925,1925.0,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",-,M,-,Both calves lacerated,-
5163,04-Sep-1925,1925.0,Provoked,SPAIN,Valencia ,Valencia,Fishing,M,-,Right hand bitten by hooked shark PROVOKED INCIDENT,-
5164,03-Sep-1925,1925.0,Unprovoked,ENGLAND,Isle of Wight,Off Shanklin,Fishing,M,-,No injury but shark lifted boat out of the water,-
5165,02-Aug-1925,1925.0,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Swimming,F,-,"Multiple lacerations on both thighs, right buttock and hip",-
5166,15-Jun-1925,1925.0,Invalid,AUSTRALIA,Western Australia,"Princess Royal Harbor, near King George’s Sound",-,-,-,Human arm found in shark,Shark involvement prior to death unconfirmed
5167,May 1925,1925.0,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",-,M,-,"Right arm nearly severed at shoulder, left wrist lacerated",-
5168,07-Mar-1925 or 27-Mar-1925,1925.0,Unprovoked,AUSTRALIA,New South Wales,Coogee,Bathing in waist-deep water,M,16,"Left thigh bitten, leg surgically amputated ",Said to be a “small shark”
5169,12-Mar-1925,1925.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Swimming,M,16,"FATAL, right forearm severed, lacerations from buttocks to heel L",-
5170,10-Mar-1925,1925.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,Swimming,M,A.M.,FATAL,-
5171,Reported 27-Jan-1925,1925.0,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,M,-,Lacerations to arm,-
5172,08-Jan-1925,1925.0,Unprovoked,CANADA,Vancouver,Second Narrows in Burrard Inlet,"Diving, repairing water main at depth of 90'",M,-,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",2.1 m [7'] shark
5173,1925,1925.0,Unprovoked,FIJI,Viti Levu Island,"Suva Harbor, Suva",Diving for coins tossed from passenger ship,M,-,"Both arms bitten, surgically amputated",-
5174,25-Nov-1924,1924.0,Unprovoked,MEXICO,Tamaulipas,Tampico,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,F,-,FATAL,1.8 m shark
5175,24-Nov-1924,1924.0,Unprovoked,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Pacific Anchorage off the Panama Canal,"Inebriated, woke from sleep and fell off deck into the water ",M,35,Knee bitten,-
5176,21-Nov-1924,1924.0,Unprovoked,USA,Puerto Rico,Santurce,Bathing,M,35,"FATAL, hand severed, both legs & arms bitten & nearly severed ",-
5177,Reported 31-Oct-1924,1924.0,Provoked,FRENCH POLYNESIA,Tuamotus,Rangiroa,Pearl diving,M,-,Abrasions PROVOKED ATTACK,-
5178,18-Oct-1924,1924.0,Unprovoked,AUSTRALIA,Victoria,Port Melbourne,Bathing,M,-,Leg bitten,10' shark
5179,31-Jul-1924,1924.0,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Standing,M,-,Left knee & leg bitten. (Tooth fragment recovered from kneecap),"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols."
5180,14-Jul-1924,1924.0,Provoked,ENGLAND,Dorset,Weymouth,Fishing for mackerel,M,-,Arms broken by hooked shark PROVOKED INCIDENT,12' shark
5181,04-Jul-1924,1924.0,Boating,USA,California,"Newport Beach, Orange County",Fishing,M,?    &   14,"No injury, shark tore hole in the side of the boat",-
5182,18-Jun-1924,1924.0,Provoked,USA,Florida,"Bayboro, Pinellas County",Removing shark from a net,M,-,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,-
5183,25-Apr-1924,1924.0,Unprovoked,AUSTRALIA,New South Wales,Kiama,"Fishing, fell in water & swimming strongly to shore",M,20,"FATAL, partial remains recovered ",-
5184,22-Apr-1924,1924.0,Unprovoked,PANAMA,150 miles offshore,-,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",M,21,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",-
5185,20-Apr-1924,1924.0,Invalid,AUSTRALIA,Western Australia,Fremantle,Swimming ,M,-,Abrasions,Questionable
5186,Reported 28-Mar-1924,1924.0,Unprovoked,SOLOMON ISLANDS,Central Province,Savo Island,Swimming,M,-,"Left arm severed, leg bitten",-
5187,24-Mar-1924,1924.0,Boating,SPAIN,Galica,Sisargas Islands,Fishing,-,-,"No injury to occupants, shark bit boat",3.5 m shark
5188,13-Feb-1924,1924.0,Unprovoked,AUSTRALIA,New South Wales,Bronte,Bathing in 5' of water,F,30,"Legs severely bitten, surgically amputated",-
5189,08-Feb-1924,1924.0,Invalid,AUSTRALIA,Queensland,Currumbin,Bathing,M,-,Probable drowning & scavenging,Shark involvement prior to death unconfirmed
5190,29-Jan-1924,1924.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Swimming,M,22,FATAL,-
5191,25-Jan-1924,1924.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"St. George’s Strand, Port Elizabeth",Swimming,M,-,Foot lacerated,-
5192,09-Jan-1924,1924.0,Unprovoked,AUSTRALIA,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",Had just dived into water & was swimming,M,16,"FATAL, right thigh severely bitten, left arm lacerated ",3 m [10'] shark
5193,12-Dec-1923,1923.0,Unprovoked,AUSTRALIA,New South Wales,"Murwillumbah, Tweed River",Swimming,M,-,Lacerations to leg,-
5194,02-Dec-1923,1923.0,Unprovoked,AUSTRALIA,New South Wales,"Urunga, Belliger Heads","Fishing, standing in waist-deep water",M,-,"FATAL, disappeared, thought to have been taken by a shark ",-
5195,23-Nov-1923,1923.0,Unprovoked,AUSTRALIA,Western Australia,"Condon, 88 km NE of Port Hedland",Dry shelling,M,-,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",-
5196,02-Nov-1923,1923.0,Invalid,AUSTRALIA,New South Wales,Bellinger Head,Fishing,M,-,FATAL,Shark involvement suspected but not confirmed
5197,20-Oct-1923,1923.0,Invalid,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Sailing,M,-,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",Shark involvement prior to death unconfirmed
5198,17-Oct-1923,1923.0,Boating,AUSTRALIA,New South Wales," Black Head, south of Taree",Fishing,-,-,"No injury to occupants, shark bit boat","""a very large shark"""
5199,16-Oct-1923,1923.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Pearl diving,M,-,"Arm severed, but survived",-
5200,08-Aug-1923,1923.0,Unprovoked,GUYANA,Demerara County,Off the Demerara River ,Fishing,M,-,Puncture wounds to left leg,-
5201,Reported 02-Jul-1923,1923.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving for pearl,M,-,non-fatal,-
5202,16-Jun-1923,1923.0,Boating,AUSTRALIA,New South Wales,Bellambi Reef,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,-,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",-
5203,06-Jun-1923,1923.0,Boating,MEXICO,Vera Cruz,Outside Vera Cruz Harbor,Dismantling cable buoys of the cable ship All America,-,-,"No injury to occupants, shark rammed boat",-
5204,Reported 23-May-1923,1923.0,Unprovoked,AUSTRALIA,Western Australia,"Southgates, near Geraldton",Wading,M,-,Minor puncture wounds to foot,-
5205,22-May-1923,1923.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving?,M,-,FATAL,-
5206,18-Mar-1923,1923.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Diving,M,-,Lacerations to right thigh and knee,-
5207,Feb-1923,1923.0,Unprovoked,USA,Puerto Rico,San Juan,Swimming ,M,25,"Right calf, right side of abdomen & left wrist & hand bitten",-
5208,27-Jan-1923,1923.0,Invalid,AUSTRALIA,Western Australia,Bunbury,-,M,-,Death may have been due to drowning,Shark involvement prior to death was not confirmed
5209,27-Jan-1923,1923.0,Unprovoked,AUSTRALIA,Western Australia,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",Swimming,M,13,"FATAL, back of thigh bitten ",-
5210,14-Jan-1923,1923.0,Invalid,CUBA,Caribbean Sea,20 miles from Havana,seaplane Columbus ditched in the sea,M,-,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived","Atkins' remains were recovered from a dusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman"
5211,1923,1923.0,Boating,USA,New Jersey,"Sea Bright, Monmouth County",Fishing,M,-,No injury to occupant Shark struck boat,-
5212,1923-1924,1923.0,Unprovoked,PHILIPPINES, Manila Bay,Fort Drum,-,M,-,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ",-
5213,1923,1923.0,Provoked,USA,New Jersey,Ocean City (offshore),Hoisting shark aboard fishing boat,M,-,Shark's tail broke his leg. PROVOKED INCIDENT,-
5214,1923,1922.0,Provoked,USA,New Jersey,Ocean City (offshore),Hoisting shark aboard fishing boat,M,-,Shark's tail broke his leg. PROVOKED INCIDENT,-
5215,14-Dec-1922,1922.0,Unprovoked,USA,Puerto Rico,San Juan,Bathing,F,-,"FATAL, hip & thigh bitten with  tissue removed, including bone ",-
5216,05-Dec-1922,1922.0,Unprovoked,AUSTRALIA,Queensland,Pialba Beach near Maryborough,Bathing in 3' to 4' of water,M,19,"FATAL, severe injuries to torso  ","2.7 m [9'] ""blue"" shark"
5217,29-Sep-1922,1922.0,Unprovoked,BARBADOS,Lucy,Pie Corner,Fishing,M,16,FATAL,-
5218,29-Oct-1922,1922.0,Invalid,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Sailing,M,-,"FATAL, but shark involvement prior to death unconfirmed",Shark involvement prior to death unconfirmed
5219,28-Sep-1922,1922.0,Unprovoked,USA,Hawaii,"Keawanui, Kamalo, Moloka'i","Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",M,-,Survived,-
5220,Reported 26-Sep-1922,1922.0,Unprovoked,ENGLAND,East Yorkshire,Hornsea,Swimming ,M,-,FATAL,-
5221,Reported 21-Sep-1922,1922.0,Boating,USA,Massachusetts,Nahant,Fishing,-,-,"No injury to occupants, shark splintered stern","""A pack of 6 sharks"""
5222,19-Jul-1922,1922.0,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",-,M,-,Leg bitten,-
5223,17-Jun-1922,1922.0,Unprovoked,USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay",Floating,F,18,"FATAL, thigh bitten",1.8 m [6'] shark
5224,24-May 1922,1922.0,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Swimming,M,19,"FATAL, arm severed, thigh severely bitten  ",6' shark
5225,06-May-1922,1922.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Simon’s Town, False Bay",Swimming,M,18,Abdomen & thigh bitten,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark "
5226,26-Apr-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Hawkesbury River,Swimming,M,-,FATAL,-
5227,20-Mar-1922,1922.0,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,-,Survived,-
5228,13-Mar-1922,1922.0,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Standing,F,14,"FATAL, right leg severed at thigh ",2.7 m [9'] shark later captured by Mitchell-Hedges
5229,02-Mar-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Coogee,Bathing in knee-deep water,M,21,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene","White shark, 2.4 m [8'] "
5230,Reported 02-Feb-1922,1922.0,Invalid,AUSTRALIA,New South Wales,"Bilgola Beach, Sydney",Swimming,M,-,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",Shark involvement prior to death unconfirmed
5231,04-Feb-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Coogee ,Swimming,M,18,"FATAL, both arms & shoulder bitten",White shark
5232,Reported 28-Jan-1922,1922.0,Unprovoked,IRAQ,-,Shatt-al Arab River,Bathing,M,-,FATAL,-
5233,15-Jan-1922,1922.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Swimming ,M,54,FATAL,-
5234,13-Jan-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Standing,M,-,Small laceration on left thigh & swim costume torn,Grey nurse shark?
